"Species","Common","IUIS Allergen","Type","Group","Allergenicity","Length","Accession","GI#","1st Version"
"Prunus armeniaca","Apricot","Unassigned","Food Plant","Pru ar 5","IgE but no biological test","168","AAD32205.1","4887129","7"
"Prunus armeniaca","Apricot","Pru ar 1.0101","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","AAB97141.1","2677826","7"
"Prunus armeniaca","Apricot","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","119","ADR66945.1","313575730","12"
"Prunus armeniaca","Apricot","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","ADR66946.1","313575732","12"
"Prunus armeniaca","Apricot","Pru ar 3.0101","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","ADR66947.1","313575734","12"
"Prunus armeniaca","Apricot","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","ADR66948.1","313575736","12"
"Prunus avium","Cherry","Pru av 1.0101","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","AAC02632.1","1513216","7"
"Prunus avium","Cherry","Pru av 1.0203","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","AAS47037.1","44409496","7"
"Prunus avium","Cherry","Pru av 1.0202","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","AAS47036.1","44409474","7"
"Prunus avium","Cherry","Pru av 1.0201","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","AAS47035.1","44409451","7"
"Prunus avium","Cherry","Unassigned","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","159","1H2O_A","159162378","9"
"Prunus avium","Cherry","Unassigned","Food Plant","Prunus avium Pru av 7.01 Gibberellin","IgE but no biological test","88","XP_021820299.1","1220067778","20"
"Prunus avium","Cherry","Pru av 3.0101","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","AAF26449.1","6715520","7"
"Prunus avium","Cherry","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","ADR66943.1","313575726","12"
"Prunus avium","Cherry","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","ADR66944.1","313575728","12"
"Prunus avium","Cherry","Pru av 4.0101","Food Plant","Prunus Pru 4 Profilin peach cherry almond","IgE plus basophil+ or SPT+","131","AAD29411.1","4761582","7"
"Prunus avium","Cherry","Pru av 2.0101","Food Plant","Prunus Pru av 2","IgE but no biological test","245","AAB38064.1","1144346","7"
"Prunus domestica","Plum","Pru d 3.0101","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","91","P82534.1","9297015","7"
"Prunus dulcis","Almond","Unassigned","Food Plant","Pru du 10","IgE but no biological test","563","Q945K2.1","75331901","20"
"Prunus dulcis","Almond","Unassigned","Food Plant","Pru du 8 Antimicrobial protein","IgE but no biological test","264","QDO73345.1","1706883247","20"
"Prunus dulcis","Almond","Unassigned","Food Plant","Pru du x Prunus dulcis vicilin","IgE but no biological test","547","QFG58557.1","1757285428","20"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","241","ACE80974.1","190613941","10"
"Prunus dulcis","Almond","Pru du 4.0101","Food Plant","Prunus Pru 4 Profilin peach cherry almond","IgE plus basophil+ or SPT+","131","AAL91662.1","24473794","7"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus Pru du 6 Amandin","IgE but no biological test","531","3EHK_A","258588247","11"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus Pru du 6 Amandin","IgE but no biological test","178","AGR27935.1","523916668","15"
"Prunus dulcis","Almond","Pru du 6.0101","Food Plant","Prunus Pru du 6 Amandin","IgE but no biological test","551","ADN39440.1","307159112","15"
"Prunus dulcis","Almond","Pru du 6.0201","Food Plant","Prunus Pru du 6 Amandin","IgE but no biological test","504","ADN39441.1","307159114","15"
"Prunus dulcis","Almond","Unassigned","Food Plant","Prunus Seed allergenic protein 2 (Conglutin gamma)","IgE but no biological test","25","P82952.1","75107131","8"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","160","ACE80939.1","190613871","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","246","ACE80956.1","190613905","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","246","ACE80958.1","190613909","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Pru p 2.0201","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","246","ACE80957.1","190613907","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Pru p 2.0101","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","246","ACE80959.1","190613911","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Pru p 2.0301","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","242","ACE80955.1","190613903","10"
"Prunus dulcis x Prunus persica","Plant hybrid","Unassigned","Food Plant","Prunus Pru 4 Profilin peach cherry almond","IgE plus basophil+ or SPT+","131","ACE80972.1","190613937","10"
"Prunus persica","Peach","Pru p 1.0101","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","ABB78006.1","82492265","7"
"Prunus persica","Peach","Pru p 1.0301","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","AJE61291.1","748758672","16"
"Prunus persica","Peach","Pru p 1.0201","Food Plant","Pru av 1 Pru a 1","IgE plus basophil+ or SPT+","160","AJE61290.1","748758670","16"
"Prunus persica","Peach","Unassigned","Food Plant","Pru p 9 peach a PR-1 protein Cys rich","IgE plus basophil+ or SPT+","161","XP_007199020.1","595790543","20"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","246","P83332.1","25091405","12"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","242","P83335.1","25091406","12"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus persica Pru p 2 IUIS","IgE plus basophil+ or SPT+","246","AEV57471.1","359744030","13"
"Prunus persica","Peach","Pru p 3.0101","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","91","P81402.1","3287877","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","AAV40850.1","54793477","7"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","ADR66939.1","313575718","12"
"Prunus persica","Peach","Unassigned","Food Plant","Prunus Pru 3","IgE plus basophil+ or SPT+","117","AGW21344.1","544369592","15"
"Prunus persica","Peach","Pru p 4.0101","Food Plant","Prunus Pru 4 Profilin peach cherry almond","IgE plus basophil+ or SPT+","131","CAD37201.1","27528310","7"
"Prunus persica","Peach","Pru p 4.0201","Food Plant","Prunus Pru 4 Profilin peach cherry almond","IgE plus basophil+ or SPT+","131","CAD37202.1","27528312","7"
"Prunus persica","Peach","Pru p 7.0101","Food Plant","Prunus Pru p 7 Pru m 7 Peamaclein","IgE plus basophil+ or SPT+","63","P86888.1","408407790","14"
"Pseudocardium sachalinensis","Mollusc","Unassigned","Food Animal","Pseudocardium tropomyosin","IgE but no biological test","284","BAH10154.1","219806598","10"
"Punica granatum","Pomegranate","Unassigned","Food Plant","Punica chitinase putative Put g 14","IgE but no biological test","299","G1UH28.1","1679362782","20"
"Punica granatum","Pomegranate","Pun g 7","Food Plant","Punica peptide Pommaclein Pun g 7","IgE but no biological test","20","C0HKC0.1","1179881437","18"
"Punica granatum","Pomegranate","Pun g 1.0101","Food Plant","Punica Pun g 1","IgE but no biological test","120","AHB19227.1","559797767","15"
"Punica granatum","Pomegranate","Pun g 1.0201","Food Plant","Punica Pun g 1","IgE but no biological test","120","AHB19226.1","559797765","15"
"Punica granatum","Pomegranate","Pun g 1.0301","Food Plant","Punica Pun g 1","IgE but no biological test","120","AHB19225.1","559797763","15"
"Pyrus communis","Pear","Pyr c 3.0101","Food Plant","Pyrus LTP Pyr c 3 IUIS","IgE but no biological test","115","AAF26451.1","6715524","11"
"Pyrus communis","Pear","Unassigned","Food Plant","Pyrus LTP Pyr c 3 IUIS","IgE but no biological test","94","AET05733.1","355525862","13"
"Pyrus communis","Pear","Unassigned","Food Plant","Pyrus LTP Pyr c 3 IUIS","IgE but no biological test","94","AET05732.1","355525860","13"
"Pyrus communis","Pear","Unassigned","Food Plant","Pyrus LTP Pyr c 3 IUIS","IgE but no biological test","94","AET05730.1","355525856","13"
"Pyrus communis","Pear","Pyr c 1.0101","Food Plant","Pyrus Pyr c 1","IgE plus basophil+ or SPT+","159","O65200.1","14423877","9"
"Pyrus communis","Pear","Pyr c 4.0101","Food Plant","Pyrus Pyr c 4","IgE plus basophil+ or SPT+","131","AAD29410.1","4761580","7"
"Pyrus communis","Pear","Pyr c 5.0101","Food Plant","Pyrus Pyr c 5","IgE plus basophil+ or SPT+","308","AAC24001.1","3243234","7"
"Rana esculenta","Frog","Ran e 1.0101","Food Animal","Rana Ran e 1","IgE but no biological test","110","CAC83046.1","20796729","7"
"Rana esculenta","Frog","Ran e 2.0101","Food Animal","Rana Ran e 2","IgE but no biological test","109","CAC95152.1","20797081","7"
"Rana sp. CH-2001","Frog","Unassigned","Food Animal","Rana Ran e 1","IgE but no biological test","110","CAC83047.1","20796733","7"
"Rana sp. CH-2001","Frog","Unassigned","Food Animal","Rana Ran e 2","IgE but no biological test","109","CAC95153.1","20797085","7"
"Rastrelliger kanagurta","","Ras k 1.0101","Food Animal","Rastrelliger Ras k 1 parvalbumin","IgE but no biological test","109","ANW10058.1","1046811129","18"
"Ricinus communis","Castor bean","Ric c 1.0101","Food Plant","Ricinus Ric c 1","IgE plus basophil+ or SPT+","258","CAA38097.1","21068","15"
"Rubus idaeus","raspberry","Rub i 1.0101","Food Plant","Rubus Rub i 1","IgE but no biological test","137","ABG54495.1","110180525","8"
"Rubus idaeus","raspberry","Rub i 3.0101","Food Plant","Rubus Rub i 3","IgE but no biological test","117","ABG54494.1","110180523","8"
"Saccostrea glomerata","","Sac g 1","Food Animal","Saccostrea glomerata Sac g 1","IgE but no biological test","284","AVD53650.1","1343184138","19"
"Salmo salar","Salmon","Unassigned","Food Animal","Sal s 4","IgE but no biological test","284","NP_001117128.1","185132405","20"
"Salmo salar","Salmon","Unassigned","Food Animal","Sal s 6","IgE plus basophil+ or SPT+","1449","XP_014059932.1","929097893","21"
"Salmo salar","Salmon","Unassigned","Food Animal","Sal s 6","IgE plus basophil+ or SPT+","1449","XP_014048044.1","929075511","21"
"Salmo salar","Salmon","Unassigned","Food Animal","Sal s 6","IgE plus basophil+ or SPT+","1356","XP_013998297.1","929244458","21"
"Salmo salar","Salmon","Unassigned","Food Animal","Sal s 6","IgE plus basophil+ or SPT+","1356","XP_014033985.1","929312453","21"
"Salmo salar","Salmon","","Food Animal","Salmo Sal s 1","IgE plus basophil+ or SPT+","108","Q91483.3","18281421","7"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmo Sal s 1","IgE plus basophil+ or SPT+","109","ACI68103.1","209734468","10"
"Salmo salar","Salmon","Sal s 1.0101","Food Animal","Salmo Sal s 1","IgE plus basophil+ or SPT+","109","CAA66403.1","1322183","15"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmo Sal s 2 enolase","IgE plus basophil+ or SPT+","432","CBL79146.1","385145180","13"
"Salmo salar","Salmon","Sal s 2.0101","Food Animal","Salmo Sal s 2 enolase","IgE plus basophil+ or SPT+","434","ACH70931.1","197632415","15"
"Salmo salar","Salmon","Sal s 3.0101","Food Animal","Salmo Sal s 3 aldolase","IgE plus basophil+ or SPT+","363","ACH70901.1","197632355","13"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmo Sal s 3 aldolase","IgE plus basophil+ or SPT+","363","CBL79147.1","385145176","13"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmon Sal s 7","IgE but no biological test","381","ACH70914.1","197632381","20"
"Salmo salar","Salmon","Unassigned","Food Animal","Salmon Sal s 8 Triosphosphate isomerase","IgE but no biological test","247","ACM09737.1","221222152","20"
"Salvelinus fontinalis","Brook trout","Unassigned","Food Animal","Salvelinus parvalbumin","IgE but no biological test","109","CAX32966.1","288557438","11"
"Salvelinus fontinalis","Brook trout","Unassigned","Food Animal","Salvelinus parvalbumin","IgE but no biological test","108","CAX32967.1","288557440","11"
"Sardinops sagax","South American pilchard","Sar sa 1.0101","Food Animal","Sardinops Sar sa 1 parvalbumin","IgE but no biological test","109","CAQ68366.1","193247972","10"
"Scapharca broughtonii","Clam","Unassigned","Food Animal","Scapharca tropomyosin","IgE but no biological test","284","BAH10151.1","219806592","10"
"Scomber japonicus","Chub mackerel","Sco j 1","Food Animal","Scomber Parvalbumin Sco s 1","IgE but no biological test","109","BAC66618.1","29420793","7"
"Scomber scombrus","Atlantic mackerel","Sco s 1.0101","Food Animal","Scomber Parvalbumin Sco s 1","IgE but no biological test","109","CAX32965.1","288557436","11"
"Scylla paramamosain","green mud crab","Scy p 8.0101","Food Animal","Scy p 8","IgE but no biological test","248","APP94292.1","1122816254","18"
"Scylla paramamosain","green mud crab","Scy p 2.0101","Food Animal","Scylla arginine kinase Scy p 2","IgE but no biological test","357","AFA45340.1","375298903","13"
"Scylla paramamosain","green mud crab","Unassigned","Food Animal","Scylla arginine kinase Scy p 2","IgE but no biological test","357","5ZHQ_A","1597623661","20"
"Scylla paramamosain","green mud crab","Unassigned","Food Animal","Scylla paramamosain filamin C","IgE plus basophil+ or SPT+","847","QFI57017.1","1759300245","20"
"Scylla paramamosain","green mud crab","Scy p 4.0101","Food Animal","Scylla paramamosain Scy p 4 Sarc Ca Binding Ptn","IgE but no biological test","193","AFJ80778.1","387571563","18"
"Scylla serrata","giant mud crab","Unassigned","Food Animal","Scylla arginine kinase Scy p 2","IgE but no biological test","356","C9EIP1.1","1679377517","20"
"Scylla serrata","giant mud crab","Unassigned","Food Animal","Scylla sp. (mud crab) tropomyosin","IgE but no biological test","284","ABS12233.1","151505279","9"
"Sebastes marinus","ocean perch (red fish)","Seb m 1.0101","Food Animal","Sebastes Seb m 1","IgE but no biological test","109","CAQ72968.1","242253959","11"
"Sebastes marinus","ocean perch (red fish)","Seb m 1.0201","Food Animal","Sebastes Seb m 1","IgE but no biological test","110","CAQ72969.1","242253961","11"
"Secale cereale","Rye","Sec c 20.0101","Food Plant","Secale Sec c 20","IgE plus basophil+ or SPT+","23","AAB37403.1","1699225","15"
"Secale cereale","Rye","Sec c 20.0201","Food Plant","Secale Sec c 20","IgE plus basophil+ or SPT+","29","AAB37406.1","1699228","15"
"Secale cereale","Rye","Sec c 5.0101","Food Plant","Secale Sec c 5","IgE but no biological test","292","CBG76811.1","332205751","12"
"Sepia esculenta","cuttlefish","Unassigned","Food Animal","Sepia tropomyosin","IgE but no biological test","284","BAE54429.1","83715928","7"
"Sepioteuthis lessoniana","bigfin reef squid","Unassigned","Food Animal","Sepioteuthis tropomyosin","IgE but no biological test","284","BAE54430.1","83715930","7"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum seed maturation-like protein","IgE but no biological test","345","ACB55491.1","171853012","16"
"Sesamum indicum","Sesame","Ses i 1.0101","Food Plant","Sesamum Ses i 1","IgE but no biological test","153","AAK15088.1","13183175","7"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum Ses i 1","IgE but no biological test","153","ACI41244.1","209165427","10"
"Sesamum indicum","Sesame","Ses i 2.0101","Food Plant","Sesamum Ses i 2","IgE but no biological test","148","AAD42943.1","5381323","7"
"Sesamum indicum","Sesame","Ses i 3.0101","Food Plant","Sesamum Ses i 3","IgE but no biological test","585","AAK15089.1","13183177","7"
"Sesamum indicum","Sesame","Ses i 4.0101","Food Plant","Sesamum Ses i 4 oleosin","IgE but no biological test","166","AAG23840.1","10834827","13"
"Sesamum indicum","Sesame","Unassigned","Food Plant","Sesamum Ses i 5 oleosin","IgE but no biological test","145","ACH85188.1","198250343","10"
"Sesamum indicum","Sesame","Ses i 5.0101","Food Plant","Sesamum Ses i 5 oleosin","IgE but no biological test","145","AAD42942.1","5381321","15"
"Sesamum indicum","Sesame","Ses i 6.0101","Food Plant","Sesamum Ses i 6","IgE plus basophil+ or SPT+","459","AAD42944.1","5381325","15"
"Sesamum indicum","Sesame","Ses i 7.0101","Food Plant","Sesamum Ses i 7","IgE but no biological test","497","AAK15087.1","13183173","15"
"Sinapis alba","White mustard","","Food Plant","Sinapis Sin a 1.01","IgE plus basophil+ or SPT+","145","CAA62909.1","1009434","7"
"Sinapis alba","White mustard","","Food Plant","Sinapis Sin a 1.01","IgE plus basophil+ or SPT+","145","CAA62910.1","1009436","7"
"Sinapis alba","White mustard","","Food Plant","Sinapis Sin a 1.01","IgE plus basophil+ or SPT+","145","CAA62911.1","1009438","7"
"Sinapis alba","White mustard","","Food Plant","Sinapis Sin a 1.01","IgE plus basophil+ or SPT+","145","CAA62912.1","1009440","7"
"Sinapis alba","White mustard","","Food Plant","Sinapis Sin a 1.01","IgE plus basophil+ or SPT+","145","CAA62908.1","1009442","7"
"Sinapis alba","White mustard","Sin a 1.0101","Food Plant","Sinapis Sin a 1.01","IgE plus basophil+ or SPT+","145","P15322.2","51338758","7"
"Sinapis alba","White mustard","Sin a 2.0101","Food Plant","Sinapis Sin a 2.01 11S globulin","IgE plus basophil+ or SPT+","510","AAX77383.1","62240390","7"
"Sinapis alba","White mustard","Unassigned","Food Plant","Sinapis Sin a 2.01 11S globulin","IgE plus basophil+ or SPT+","523","AAX77384.1","62240392","7"
"Sinapis alba","White mustard","Sin a 3.0101","Food Plant","Sinapis Sin a 3.01 LTP","IgE but no biological test","92","ABU95411.1","156778059","12"
"Sinapis alba","White mustard","Sin a 4.0101","Food Plant","Sinapis Sin a 4.01 profilin","IgE but no biological test","131","ABU95412.1","156778061","12"
"Sinonovacula constricta","Chinese razor clam","Unassigned","Food Animal","Sinonovacula tropomyosin [Song paper]","IgE but no biological test","284","ABU53681.1","156145810","15"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 6.0101","Food Plant","Solanum lycopersicum Sola l 6","IgE plus basophil+ or SPT+","96","NP_001306883.1","985801667","17"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 7.0101","Food Plant","Solanum lycopersicum Sola l 7","IgE plus basophil+ or SPT+","115","XP_004229753.1","460367790","16"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 1.0101","Food Plant","Solanum Sola l 1 profilin (Lyc e 1)","IgE plus basophil+ or SPT+","131","CAD10377.1","16555787","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","","Food Plant","Solanum Sola l 1 profilin (Lyc e 1)","IgE plus basophil+ or SPT+","131","AAL29690.1","17224229","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 2.0101","Food Plant","Solanum Sola l 2 Beta-fructofuranosidase (Lyc e 2)","IgE but no biological test","553","AAL75449.1","18542113","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 2.0201","Food Plant","Solanum Sola l 2 Beta-fructofuranosidase (Lyc e 2)","IgE but no biological test","636","AAL75450.1","18542115","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Unassigned","Food Plant","Solanum Sola l 3 LTP (Lyc e 3)","IgE plus basophil+ or SPT+","114","CAJ19705.1","71360928","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 3.0101","Food Plant","Solanum Sola l 3 LTP (Lyc e 3)","IgE plus basophil+ or SPT+","114","AAB42069.1","1816535","15"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 4.0101","Food Plant","Solanum Sola l 4 PR-10 (Lyc e 4)","IgE but no biological test","178","CAA75803.1","2887310","14"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 4.0201","Food Plant","Solanum Sola l 4 PR-10 (Lyc e 4)","IgE but no biological test","160","AHC08074.1","565380268","15"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Unassigned","Food Plant","Solanum Sola l 4 PR-10 (Lyc e 4)","IgE but no biological test","160","AHC08073.1","565380238","15"
"Solanum melongena","Eggplant","Unassigned","Food Plant","Solanum melalongena Sola m 1","IgE plus basophil+ or SPT+","159","QEQ43417.1","1743129991","20"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum profilin-like","IgE but no biological test","131","ABA81885.1","77416979","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum profilin-like","IgE but no biological test","131","ABB16985.1","77999277","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","IgE plus basophil+ or SPT+","386","CAA31575.1","21510","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","IgE plus basophil+ or SPT+","386","CAA27571.1","21512","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","IgE plus basophil+ or SPT+","386","CAA27588.1","21514","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","IgE plus basophil+ or SPT+","386","AAA33819.1","169500","7"
"Solanum tuberosum","Potato","","Food Plant","Solanum Sola t 1","IgE plus basophil+ or SPT+","386","P15476.2","158517845","9"
"Solanum tuberosum","Potato","Sola t 2.0101","Food Plant","Solanum Sola t 2","IgE plus basophil+ or SPT+","188","P16348.1","124148","7"
"Solanum tuberosum","Potato","","Food Plant","Solanum Sola t 3","IgE plus basophil+ or SPT+","222","P20347.3","20141344","7"
"Solanum tuberosum","Potato","Sola t 3.0101","Food Plant","Solanum Sola t 3","IgE plus basophil+ or SPT+","186","AAB63099.1","1575306","15"
"Solanum tuberosum","Potato","Sola t 4.0101","Food Plant","Solanum Sola t 4","IgE plus basophil+ or SPT+","221","BAA04149.1","994779","15"
"Solen strictus","Gould's razor shell","Unassigned","Food Animal","Solen tropomyosin","IgE but no biological test","284","BAH10156.1","219806602","10"
"Tenebrio molitor","Yellow mealworm","Unassigned","Food insect","Tenebrio molitor tropomyosin mealworm","IgE plus basophil+ or SPT+","284","QBM01048.1","1591440921","20"
"Theragra chalcogramma","Alaska pollock","Unassigned","Food Animal","Theragra parvalbumin","IgE plus basophil+ or SPT+","109","AAK63089.1","14531020","7"
"Theragra chalcogramma","Alaska pollock","Unassigned","Food Animal","Theragra parvalbumin","IgE plus basophil+ or SPT+","109","AAK63088.1","14531018","7"
"Thunnus albacares","Yellowfin tuna","Unassigned","Food Animal","Thunnus Thu a 2 enolase","IgE plus basophil+ or SPT+","12","P86978.1","576011132","15"
"Thunnus albacares","Yellowfin tuna","Thu a 2.0101","Food Animal","Thunnus Thu a 2 enolase","IgE plus basophil+ or SPT+","432","I0J1J1.1","576011129","15"
"Thunnus albacares","Yellowfin tuna","Unassigned","Food Animal","Thunnus Thu a 3 aldolase","IgE plus basophil+ or SPT+","364","CAX62602.1","291195949","12"
"Thunnus albacares","Yellowfin tuna","Thu a 3.0101","Food Animal","Thunnus Thu a 3 aldolase","IgE plus basophil+ or SPT+","37","P86979.1","576011088","15"
"Todarodes pacificus","Japanese flying squid","Unassigned","Food Animal","Todarodes Tod p 1","IgE but no biological test","284","BAE54431.1","83715932","7"
"Trachurus japonicus","Japanese horse mackerel","Unassigned","Food Animal","Trachurus parvalbumin","IgE but no biological test","107","BAE46763.1","77799800","7"
"Tresus keenae","clam","Unassigned","Food Animal","Tresus tropomyosin","IgE but no biological test","284","BAH10155.1","219806600","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum  Tri a 14 LTP_amylase inhibitor","IgE plus basophil+ or SPT+","113","P24296.2","417370","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum aestivum Tri a 40","IgE but no biological test","143","ACG59281.1","195957140","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum aestivum Tri a 44","IgE but no biological test","94","CAI64398.1","66840998","7"
"Triticum aestivum","Wheat","Tri a 19.0101","Food Plant","Triticum omega-5 gliadin Tri a 19","IgE plus basophil+ or SPT+","439","BAE20328.1","73912496","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","IgE plus basophil+ or SPT+","359","CAR82265.1","208605344","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","IgE plus basophil+ or SPT+","272","CAR82266.1","208605346","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","IgE plus basophil+ or SPT+","346","CAR82267.1","208605348","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum putative leucine-rich repeat protein","IgE but no biological test","137","CAI64397.1","66840996","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum serine carboxypeptidase II","IgE but no biological test","260","CAI64396.1","66840994","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum serine carboxypeptidase II","IgE but no biological test","444","P08819.2","125987805","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Thaumatin-like","IgE but no biological test","173","P27357.1","135917","12"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 12","IgE but no biological test","131","ACE82291.1","190684061","11"
"Triticum aestivum","Wheat","Tri a 12.0103","Food Plant","Triticum Tri a 12","IgE but no biological test","131","CAA61945.2","548948852","14"
"Triticum aestivum","Wheat","Tri a 12.0101","Food Plant","Triticum Tri a 12","IgE but no biological test","131","CAA61943.2","548948848","15"
"Triticum aestivum","Wheat","Tri a 12.0102","Food Plant","Triticum Tri a 12","IgE but no biological test","131","CAA61944.2","548948850","15"
"Triticum aestivum","Wheat","Tri a 12.0104","Food Plant","Triticum Tri a 12","IgE but no biological test","131","CAQ57979.1","207366248","15"
"Triticum aestivum","Wheat","Tri a 17.0101","Food Plant","Triticum Tri a 17","IgE plus basophil+ or SPT+","509","6GER_A","1540347225","19"
"Triticum aestivum","Wheat","Tri a 20.0101","Food Plant","Triticum Tri a 20","IgE plus basophil+ or SPT+","279","BAN29066.1","508732621","15"
"Triticum aestivum","Wheat","Tri a 21.0101","Food Plant","Triticum Tri a 21  alpha, beta-gliadin","IgE but no biological test","281","CAY54134.1","283476402","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","830","CAA43331.1","21743","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","648","CAA31396.1","21751","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","660","CAA26847.1","21779","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","39","CAA24934.1","21793","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","705","CAA43361.1","22090","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","815","AAB02788.1","170743","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","838","CAA27052.1","736319","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","IgE plus basophil+ or SPT+","101","CAA24933.1","897811","7"
